,Name,Importance
261,liq_last_5_nn8_sev_high_nn_m_median,0.000120438524598148
262,tvpl5_nn64_realized_volatility_mean0_m_p1_mean,0.0001203908516088205
263,liq_last_1_nn32_ep_liq_5_m_p1_median,0.00012005930712940567
264,realized_volatility_30s_nn64_two_m_median,0.00011998006624756455
265,BB_width_w20_nn16_liq_last_1_c_median,0.00011944604326987254
266,bidask_spread_0_nn8_BB_width_w20_c_median,0.00011940627711741005
267,dv4_realized_volatility_30s_nn64_sev_low_nn_m_median,0.00011889489436811522
268,liq_last_1_nn16_sev_low_abs_nn_m_mean,0.00011884261570606615
269,dv2_lowest_return_nn32_sev_low_nn_m_median,0.00011874588622714572
270,lowest_return_nn8_sev_high_nn_m_median,0.00011866688150096511
271,dv2_lowest_return_nn4_realized_volatility_mean0_c_mean,0.00011802731940050706
272,dv3_highest_return_nn64_two_m_mean,0.00011800474164355687
273,BB_width_w10_nn16_sev_high_abs_nn_m_median,0.00011795525238147419
274,dv5_realized_volatility_mean0_nn32_trade.tau_m_p2_mean,0.00011766794861823232
275,dv4_realized_volatility_30s_nn16_lowest_return_c_median,0.00011764260043829171
276,bidask_spread_0_nn4_sev_low_nn_m_median,0.00011762751210519732
277,realized_volatility_30s_nn64_ep_liq_5_c_median,0.00011744201440685894
278,bidask_spread_0_nn2_highest_return_c_median,0.00011742258559466724
279,lowest_return_nn48_realized_volatility_mean0_c_mean,0.00011740860972539651
280,BB_width_w20_nn32_liq_last_5_c_median,0.00011740416385980203
281,BB_width_w10_nn8_sev_low_nn_m_median,0.00011721950004715038
282,dv5_realized_volatility_mean0_nn4_trade.tau_c_median,0.00011719178856585692
283,dv2_lowest_return_nn4_sev_low_abs_nn_m_mean,0.00011699467255773311
284,bidask_spread_0_nn4_sev_low_abs_nn_m_median,0.00011691430766071881
285,lowest_return_nn48_sev_low_nn_m_median,0.00011678474316856854
286,bidask_spread_0_nn16_BB_width_w10_c_median,0.00011674008412846519
287,num_trades_nn32_realized_volatility_mean0_c_median,0.00011654326362591489
288,lowest_return_nn32_bidask_spread_1_c_median,0.00011651133099842615
289,dv5_realized_volatility_mean0_nn4_tvpl_epliq5_c_median,0.00011646269514635442
290,lowest_return_nn32_realized_volatility_mean0_c_median,0.00011641433194406008
291,liq_last_5_nn48_sev_low_abs_nn_m_median,0.00011638881828015183
292,ep_liq_5_nn4_BB_width_w20_c_median,0.00011633682088776813
293,dv3_highest_return_nn32_two_m_mean,0.00011627801310681664
